instruction,ltl,pattern_type,props
go to four locations a b c and h,& F a & F b & F h F c,visit,"['a', 'b', 'h', 'c']"
go to four locations a b d and h,& F a & F b & F h F d,visit,"['a', 'b', 'h', 'd']"
go to four locations a c d and b,& F a & F c & F b F d,visit,"['a', 'c', 'b', 'd']"
go to four locations a c h and b,& F a & F c & F b F h,visit,"['a', 'c', 'b', 'h']"
go to four locations a c b and d,& F a & F c & F d F b,visit,"['a', 'c', 'd', 'b']"
go to four locations a c h and d,& F a & F c & F d F h,visit,"['a', 'c', 'd', 'h']"
go to four locations a c b and h,& F a & F c & F h F b,visit,"['a', 'c', 'h', 'b']"
go to four locations a c d and h,& F a & F c & F h F d,visit,"['a', 'c', 'h', 'd']"
go to four locations a d c and b,& F a & F d & F b F c,visit,"['a', 'd', 'b', 'c']"
go to four locations a d h and b,& F a & F d & F b F h,visit,"['a', 'd', 'b', 'h']"
go to four locations a d b and c,& F a & F d & F c F b,visit,"['a', 'd', 'c', 'b']"
go to four locations a d h and c,& F a & F d & F c F h,visit,"['a', 'd', 'c', 'h']"
go to four locations a d b and h,& F a & F d & F h F b,visit,"['a', 'd', 'h', 'b']"
go to four locations a d c and h,& F a & F d & F h F c,visit,"['a', 'd', 'h', 'c']"
go to four locations a h c and b,& F a & F h & F b F c,visit,"['a', 'h', 'b', 'c']"
go to four locations a h d and b,& F a & F h & F b F d,visit,"['a', 'h', 'b', 'd']"
go to four locations a h b and c,& F a & F h & F c F b,visit,"['a', 'h', 'c', 'b']"
go to four locations a h d and c,& F a & F h & F c F d,visit,"['a', 'h', 'c', 'd']"
go to four locations a h b and d,& F a & F h & F d F b,visit,"['a', 'h', 'd', 'b']"
go to four locations a h c and d,& F a & F h & F d F c,visit,"['a', 'h', 'd', 'c']"
go to four locations b a d and c,& F b & F a & F c F d,visit,"['b', 'a', 'c', 'd']"
go to four locations b a h and c,& F b & F a & F c F h,visit,"['b', 'a', 'c', 'h']"
go to four locations b a c and d,& F b & F a & F d F c,visit,"['b', 'a', 'd', 'c']"
go to four locations b a h and d,& F b & F a & F d F h,visit,"['b', 'a', 'd', 'h']"
go to four locations b a c and h,& F b & F a & F h F c,visit,"['b', 'a', 'h', 'c']"
go to four locations b a d and h,& F b & F a & F h F d,visit,"['b', 'a', 'h', 'd']"
go to four locations b c d and a,& F b & F c & F a F d,visit,"['b', 'c', 'a', 'd']"
go to four locations b c h and a,& F b & F c & F a F h,visit,"['b', 'c', 'a', 'h']"
go to four locations b c a and d,& F b & F c & F d F a,visit,"['b', 'c', 'd', 'a']"
go to four locations b c h and d,& F b & F c & F d F h,visit,"['b', 'c', 'd', 'h']"
go to four locations b c a and h,& F b & F c & F h F a,visit,"['b', 'c', 'h', 'a']"
go to four locations b c d and h,& F b & F c & F h F d,visit,"['b', 'c', 'h', 'd']"
go to four locations b d c and a,& F b & F d & F a F c,visit,"['b', 'd', 'a', 'c']"
go to four locations b d h and a,& F b & F d & F a F h,visit,"['b', 'd', 'a', 'h']"
go to four locations b d a and c,& F b & F d & F c F a,visit,"['b', 'd', 'c', 'a']"
go to four locations b d h and c,& F b & F d & F c F h,visit,"['b', 'd', 'c', 'h']"
go to four locations b d a and h,& F b & F d & F h F a,visit,"['b', 'd', 'h', 'a']"
go to four locations b d c and h,& F b & F d & F h F c,visit,"['b', 'd', 'h', 'c']"
go to four locations b h c and a,& F b & F h & F a F c,visit,"['b', 'h', 'a', 'c']"
go to four locations b h d and a,& F b & F h & F a F d,visit,"['b', 'h', 'a', 'd']"
go to four locations b h a and c,& F b & F h & F c F a,visit,"['b', 'h', 'c', 'a']"
go to four locations b h d and c,& F b & F h & F c F d,visit,"['b', 'h', 'c', 'd']"
go to four locations b h a and d,& F b & F h & F d F a,visit,"['b', 'h', 'd', 'a']"
go to four locations b h c and d,& F b & F h & F d F c,visit,"['b', 'h', 'd', 'c']"
go to four locations c a d and b,& F c & F a & F b F d,visit,"['c', 'a', 'b', 'd']"
go to four locations c a h and b,& F c & F a & F b F h,visit,"['c', 'a', 'b', 'h']"
go to four locations c a b and d,& F c & F a & F d F b,visit,"['c', 'a', 'd', 'b']"
go to four locations c a h and d,& F c & F a & F d F h,visit,"['c', 'a', 'd', 'h']"
go to four locations c a b and h,& F c & F a & F h F b,visit,"['c', 'a', 'h', 'b']"
go to four locations c a d and h,& F c & F a & F h F d,visit,"['c', 'a', 'h', 'd']"
go to four locations c b d and a,& F c & F b & F a F d,visit,"['c', 'b', 'a', 'd']"
go to four locations c b h and a,& F c & F b & F a F h,visit,"['c', 'b', 'a', 'h']"
go to four locations c b a and d,& F c & F b & F d F a,visit,"['c', 'b', 'd', 'a']"
go to four locations c b h and d,& F c & F b & F d F h,visit,"['c', 'b', 'd', 'h']"
go to four locations c b a and h,& F c & F b & F h F a,visit,"['c', 'b', 'h', 'a']"
go to four locations c b d and h,& F c & F b & F h F d,visit,"['c', 'b', 'h', 'd']"
go to four locations c d b and a,& F c & F d & F a F b,visit,"['c', 'd', 'a', 'b']"
go to four locations c d h and a,& F c & F d & F a F h,visit,"['c', 'd', 'a', 'h']"
go to four locations c d a and b,& F c & F d & F b F a,visit,"['c', 'd', 'b', 'a']"
go to four locations c d h and b,& F c & F d & F b F h,visit,"['c', 'd', 'b', 'h']"
go to four locations c d a and h,& F c & F d & F h F a,visit,"['c', 'd', 'h', 'a']"
go to four locations c d b and h,& F c & F d & F h F b,visit,"['c', 'd', 'h', 'b']"
go to four locations c h b and a,& F c & F h & F a F b,visit,"['c', 'h', 'a', 'b']"
go to four locations c h d and a,& F c & F h & F a F d,visit,"['c', 'h', 'a', 'd']"
go to four locations c h a and b,& F c & F h & F b F a,visit,"['c', 'h', 'b', 'a']"
go to four locations c h d and b,& F c & F h & F b F d,visit,"['c', 'h', 'b', 'd']"
go to four locations c h a and d,& F c & F h & F d F a,visit,"['c', 'h', 'd', 'a']"
go to four locations c h b and d,& F c & F h & F d F b,visit,"['c', 'h', 'd', 'b']"
go to four locations d a c and b,& F d & F a & F b F c,visit,"['d', 'a', 'b', 'c']"
go to four locations d a h and b,& F d & F a & F b F h,visit,"['d', 'a', 'b', 'h']"
go to four locations d a b and c,& F d & F a & F c F b,visit,"['d', 'a', 'c', 'b']"
go to four locations d a h and c,& F d & F a & F c F h,visit,"['d', 'a', 'c', 'h']"
go to four locations d a b and h,& F d & F a & F h F b,visit,"['d', 'a', 'h', 'b']"
go to four locations d a c and h,& F d & F a & F h F c,visit,"['d', 'a', 'h', 'c']"
go to four locations d b c and a,& F d & F b & F a F c,visit,"['d', 'b', 'a', 'c']"
go to four locations d b h and a,& F d & F b & F a F h,visit,"['d', 'b', 'a', 'h']"
go to four locations d b a and c,& F d & F b & F c F a,visit,"['d', 'b', 'c', 'a']"
go to four locations d b h and c,& F d & F b & F c F h,visit,"['d', 'b', 'c', 'h']"
go to four locations d b a and h,& F d & F b & F h F a,visit,"['d', 'b', 'h', 'a']"
go to four locations d b c and h,& F d & F b & F h F c,visit,"['d', 'b', 'h', 'c']"
go to four locations d c b and a,& F d & F c & F a F b,visit,"['d', 'c', 'a', 'b']"
go to four locations d c h and a,& F d & F c & F a F h,visit,"['d', 'c', 'a', 'h']"
go to four locations d c a and b,& F d & F c & F b F a,visit,"['d', 'c', 'b', 'a']"
go to four locations d c h and b,& F d & F c & F b F h,visit,"['d', 'c', 'b', 'h']"
go to four locations d c a and h,& F d & F c & F h F a,visit,"['d', 'c', 'h', 'a']"
go to four locations d c b and h,& F d & F c & F h F b,visit,"['d', 'c', 'h', 'b']"
go to four locations d h b and a,& F d & F h & F a F b,visit,"['d', 'h', 'a', 'b']"
go to four locations d h c and a,& F d & F h & F a F c,visit,"['d', 'h', 'a', 'c']"
go to four locations d h a and b,& F d & F h & F b F a,visit,"['d', 'h', 'b', 'a']"
go to four locations d h c and b,& F d & F h & F b F c,visit,"['d', 'h', 'b', 'c']"
go to four locations d h a and c,& F d & F h & F c F a,visit,"['d', 'h', 'c', 'a']"
go to four locations d h b and c,& F d & F h & F c F b,visit,"['d', 'h', 'c', 'b']"
go to four locations h a c and b,& F h & F a & F b F c,visit,"['h', 'a', 'b', 'c']"
go to four locations h a d and b,& F h & F a & F b F d,visit,"['h', 'a', 'b', 'd']"
go to four locations h a b and c,& F h & F a & F c F b,visit,"['h', 'a', 'c', 'b']"
go to four locations h a d and c,& F h & F a & F c F d,visit,"['h', 'a', 'c', 'd']"
go to four locations h a b and d,& F h & F a & F d F b,visit,"['h', 'a', 'd', 'b']"
go to four locations h a c and d,& F h & F a & F d F c,visit,"['h', 'a', 'd', 'c']"
go to four locations h b c and a,& F h & F b & F a F c,visit,"['h', 'b', 'a', 'c']"
go to four locations h b d and a,& F h & F b & F a F d,visit,"['h', 'b', 'a', 'd']"
go to four locations h b a and c,& F h & F b & F c F a,visit,"['h', 'b', 'c', 'a']"
go to four locations h b d and c,& F h & F b & F c F d,visit,"['h', 'b', 'c', 'd']"
go to four locations h b a and d,& F h & F b & F d F a,visit,"['h', 'b', 'd', 'a']"
go to four locations h b c and d,& F h & F b & F d F c,visit,"['h', 'b', 'd', 'c']"
go to four locations h c b and a,& F h & F c & F a F b,visit,"['h', 'c', 'a', 'b']"
go to four locations h c d and a,& F h & F c & F a F d,visit,"['h', 'c', 'a', 'd']"
go to four locations h c a and b,& F h & F c & F b F a,visit,"['h', 'c', 'b', 'a']"
go to four locations h c d and b,& F h & F c & F b F d,visit,"['h', 'c', 'b', 'd']"
go to four locations h c a and d,& F h & F c & F d F a,visit,"['h', 'c', 'd', 'a']"
go to four locations h c b and d,& F h & F c & F d F b,visit,"['h', 'c', 'd', 'b']"
go to four locations h d b and a,& F h & F d & F a F b,visit,"['h', 'd', 'a', 'b']"
go to four locations h d c and a,& F h & F d & F a F c,visit,"['h', 'd', 'a', 'c']"
go to four locations h d a and b,& F h & F d & F b F a,visit,"['h', 'd', 'b', 'a']"
go to four locations h d c and b,& F h & F d & F b F c,visit,"['h', 'd', 'b', 'c']"
go to four locations h d a and c,& F h & F d & F c F a,visit,"['h', 'd', 'c', 'a']"
go to four locations h d b and c,& F h & F d & F c F b,visit,"['h', 'd', 'c', 'b']"
in no particular order visit a b c and d,& F a & F b & F c F d,visit,"['a', 'b', 'c', 'd']"
in no particular order visit a b c and h,& F a & F b & F c F h,visit,"['a', 'b', 'c', 'h']"
in no particular order visit a b d and c,& F a & F b & F d F c,visit,"['a', 'b', 'd', 'c']"
in no particular order visit a b d and h,& F a & F b & F d F h,visit,"['a', 'b', 'd', 'h']"
in no particular order visit a b h and c,& F a & F b & F h F c,visit,"['a', 'b', 'h', 'c']"
in no particular order visit a b h and d,& F a & F b & F h F d,visit,"['a', 'b', 'h', 'd']"
in no particular order visit a c b and d,& F a & F c & F b F d,visit,"['a', 'c', 'b', 'd']"
in no particular order visit a c b and h,& F a & F c & F b F h,visit,"['a', 'c', 'b', 'h']"
in no particular order visit a c d and b,& F a & F c & F d F b,visit,"['a', 'c', 'd', 'b']"
in no particular order visit a c d and h,& F a & F c & F d F h,visit,"['a', 'c', 'd', 'h']"
in no particular order visit a c h and b,& F a & F c & F h F b,visit,"['a', 'c', 'h', 'b']"
in no particular order visit a c h and d,& F a & F c & F h F d,visit,"['a', 'c', 'h', 'd']"
in no particular order visit a d b and c,& F a & F d & F b F c,visit,"['a', 'd', 'b', 'c']"
in no particular order visit a d b and h,& F a & F d & F b F h,visit,"['a', 'd', 'b', 'h']"
in no particular order visit a d c and b,& F a & F d & F c F b,visit,"['a', 'd', 'c', 'b']"
in no particular order visit a d c and h,& F a & F d & F c F h,visit,"['a', 'd', 'c', 'h']"
in no particular order visit a d h and b,& F a & F d & F h F b,visit,"['a', 'd', 'h', 'b']"
in no particular order visit a d h and c,& F a & F d & F h F c,visit,"['a', 'd', 'h', 'c']"
in no particular order visit a h b and c,& F a & F h & F b F c,visit,"['a', 'h', 'b', 'c']"
in no particular order visit a h b and d,& F a & F h & F b F d,visit,"['a', 'h', 'b', 'd']"
in no particular order visit a h c and b,& F a & F h & F c F b,visit,"['a', 'h', 'c', 'b']"
in no particular order visit a h c and d,& F a & F h & F c F d,visit,"['a', 'h', 'c', 'd']"
in no particular order visit a h d and b,& F a & F h & F d F b,visit,"['a', 'h', 'd', 'b']"
in no particular order visit a h d and c,& F a & F h & F d F c,visit,"['a', 'h', 'd', 'c']"
in no particular order visit b a c and d,& F b & F a & F c F d,visit,"['b', 'a', 'c', 'd']"
in no particular order visit b a c and h,& F b & F a & F c F h,visit,"['b', 'a', 'c', 'h']"
in no particular order visit b a d and c,& F b & F a & F d F c,visit,"['b', 'a', 'd', 'c']"
in no particular order visit b a d and h,& F b & F a & F d F h,visit,"['b', 'a', 'd', 'h']"
in no particular order visit b a h and c,& F b & F a & F h F c,visit,"['b', 'a', 'h', 'c']"
in no particular order visit b a h and d,& F b & F a & F h F d,visit,"['b', 'a', 'h', 'd']"
in no particular order visit b c a and d,& F b & F c & F a F d,visit,"['b', 'c', 'a', 'd']"
in no particular order visit b c a and h,& F b & F c & F a F h,visit,"['b', 'c', 'a', 'h']"
in no particular order visit b c d and a,& F b & F c & F d F a,visit,"['b', 'c', 'd', 'a']"
in no particular order visit b c d and h,& F b & F c & F d F h,visit,"['b', 'c', 'd', 'h']"
in no particular order visit b c h and a,& F b & F c & F h F a,visit,"['b', 'c', 'h', 'a']"
in no particular order visit b c h and d,& F b & F c & F h F d,visit,"['b', 'c', 'h', 'd']"
in no particular order visit b d a and c,& F b & F d & F a F c,visit,"['b', 'd', 'a', 'c']"
in no particular order visit b d a and h,& F b & F d & F a F h,visit,"['b', 'd', 'a', 'h']"
in no particular order visit b d c and a,& F b & F d & F c F a,visit,"['b', 'd', 'c', 'a']"
in no particular order visit b d c and h,& F b & F d & F c F h,visit,"['b', 'd', 'c', 'h']"
in no particular order visit b d h and a,& F b & F d & F h F a,visit,"['b', 'd', 'h', 'a']"
in no particular order visit b d h and c,& F b & F d & F h F c,visit,"['b', 'd', 'h', 'c']"
in no particular order visit b h a and c,& F b & F h & F a F c,visit,"['b', 'h', 'a', 'c']"
in no particular order visit b h a and d,& F b & F h & F a F d,visit,"['b', 'h', 'a', 'd']"
in no particular order visit b h c and a,& F b & F h & F c F a,visit,"['b', 'h', 'c', 'a']"
in no particular order visit b h c and d,& F b & F h & F c F d,visit,"['b', 'h', 'c', 'd']"
in no particular order visit b h d and a,& F b & F h & F d F a,visit,"['b', 'h', 'd', 'a']"
in no particular order visit b h d and c,& F b & F h & F d F c,visit,"['b', 'h', 'd', 'c']"
in no particular order visit c a b and d,& F c & F a & F b F d,visit,"['c', 'a', 'b', 'd']"
in no particular order visit c a b and h,& F c & F a & F b F h,visit,"['c', 'a', 'b', 'h']"
in no particular order visit c a d and b,& F c & F a & F d F b,visit,"['c', 'a', 'd', 'b']"
in no particular order visit c a d and h,& F c & F a & F d F h,visit,"['c', 'a', 'd', 'h']"
in no particular order visit c a h and b,& F c & F a & F h F b,visit,"['c', 'a', 'h', 'b']"
in no particular order visit c a h and d,& F c & F a & F h F d,visit,"['c', 'a', 'h', 'd']"
in no particular order visit c b a and d,& F c & F b & F a F d,visit,"['c', 'b', 'a', 'd']"
in no particular order visit c b a and h,& F c & F b & F a F h,visit,"['c', 'b', 'a', 'h']"
in no particular order visit c b d and a,& F c & F b & F d F a,visit,"['c', 'b', 'd', 'a']"
in no particular order visit c b d and h,& F c & F b & F d F h,visit,"['c', 'b', 'd', 'h']"
in no particular order visit c b h and a,& F c & F b & F h F a,visit,"['c', 'b', 'h', 'a']"
in no particular order visit c b h and d,& F c & F b & F h F d,visit,"['c', 'b', 'h', 'd']"
in no particular order visit c d a and b,& F c & F d & F a F b,visit,"['c', 'd', 'a', 'b']"
in no particular order visit c d a and h,& F c & F d & F a F h,visit,"['c', 'd', 'a', 'h']"
in no particular order visit c d b and a,& F c & F d & F b F a,visit,"['c', 'd', 'b', 'a']"
in no particular order visit c d b and h,& F c & F d & F b F h,visit,"['c', 'd', 'b', 'h']"
in no particular order visit c d h and a,& F c & F d & F h F a,visit,"['c', 'd', 'h', 'a']"
in no particular order visit c d h and b,& F c & F d & F h F b,visit,"['c', 'd', 'h', 'b']"
in no particular order visit c h a and b,& F c & F h & F a F b,visit,"['c', 'h', 'a', 'b']"
in no particular order visit c h a and d,& F c & F h & F a F d,visit,"['c', 'h', 'a', 'd']"
in no particular order visit c h b and a,& F c & F h & F b F a,visit,"['c', 'h', 'b', 'a']"
in no particular order visit c h b and d,& F c & F h & F b F d,visit,"['c', 'h', 'b', 'd']"
in no particular order visit c h d and a,& F c & F h & F d F a,visit,"['c', 'h', 'd', 'a']"
in no particular order visit c h d and b,& F c & F h & F d F b,visit,"['c', 'h', 'd', 'b']"
in no particular order visit d a b and c,& F d & F a & F b F c,visit,"['d', 'a', 'b', 'c']"
in no particular order visit d a b and h,& F d & F a & F b F h,visit,"['d', 'a', 'b', 'h']"
in no particular order visit d a c and b,& F d & F a & F c F b,visit,"['d', 'a', 'c', 'b']"
in no particular order visit d a c and h,& F d & F a & F c F h,visit,"['d', 'a', 'c', 'h']"
in no particular order visit d a h and b,& F d & F a & F h F b,visit,"['d', 'a', 'h', 'b']"
in no particular order visit d a h and c,& F d & F a & F h F c,visit,"['d', 'a', 'h', 'c']"
in no particular order visit d b a and c,& F d & F b & F a F c,visit,"['d', 'b', 'a', 'c']"
in no particular order visit d b a and h,& F d & F b & F a F h,visit,"['d', 'b', 'a', 'h']"
in no particular order visit d b c and a,& F d & F b & F c F a,visit,"['d', 'b', 'c', 'a']"
in no particular order visit d b c and h,& F d & F b & F c F h,visit,"['d', 'b', 'c', 'h']"
in no particular order visit d b h and a,& F d & F b & F h F a,visit,"['d', 'b', 'h', 'a']"
in no particular order visit d b h and c,& F d & F b & F h F c,visit,"['d', 'b', 'h', 'c']"
in no particular order visit d c a and b,& F d & F c & F a F b,visit,"['d', 'c', 'a', 'b']"
in no particular order visit d c a and h,& F d & F c & F a F h,visit,"['d', 'c', 'a', 'h']"
in no particular order visit d c b and a,& F d & F c & F b F a,visit,"['d', 'c', 'b', 'a']"
in no particular order visit d c b and h,& F d & F c & F b F h,visit,"['d', 'c', 'b', 'h']"
in no particular order visit d c h and a,& F d & F c & F h F a,visit,"['d', 'c', 'h', 'a']"
in no particular order visit d c h and b,& F d & F c & F h F b,visit,"['d', 'c', 'h', 'b']"
in no particular order visit d h a and b,& F d & F h & F a F b,visit,"['d', 'h', 'a', 'b']"
in no particular order visit d h a and c,& F d & F h & F a F c,visit,"['d', 'h', 'a', 'c']"
in no particular order visit d h b and a,& F d & F h & F b F a,visit,"['d', 'h', 'b', 'a']"
in no particular order visit d h b and c,& F d & F h & F b F c,visit,"['d', 'h', 'b', 'c']"
in no particular order visit d h c and a,& F d & F h & F c F a,visit,"['d', 'h', 'c', 'a']"
in no particular order visit d h c and b,& F d & F h & F c F b,visit,"['d', 'h', 'c', 'b']"
in no particular order visit h a b and c,& F h & F a & F b F c,visit,"['h', 'a', 'b', 'c']"
in no particular order visit h a b and d,& F h & F a & F b F d,visit,"['h', 'a', 'b', 'd']"
in no particular order visit h a c and b,& F h & F a & F c F b,visit,"['h', 'a', 'c', 'b']"
in no particular order visit h a c and d,& F h & F a & F c F d,visit,"['h', 'a', 'c', 'd']"
in no particular order visit h a d and b,& F h & F a & F d F b,visit,"['h', 'a', 'd', 'b']"
in no particular order visit h a d and c,& F h & F a & F d F c,visit,"['h', 'a', 'd', 'c']"
in no particular order visit h b a and c,& F h & F b & F a F c,visit,"['h', 'b', 'a', 'c']"
